protein_id	genome_id	tax_class	tier	subtier	evidence_score	n_tools	recommend_family	dbcan_hmm_family	dbcan_sub_family	diamond_family	seq_length	foldseek_3di_best_hit	foldseek_3di_pident	foldseek_3di_evalue	foldseek_3di_bits_norm	saprot_cosine_to_cazyme_centroid	structure_evidence_score	adjudicated_tier
jgi-Umbpus1-104521-LPUS_11314T0	Umbpus1	Lecanoromycetes	gray_zone	2B_gray_low	0.435	1	-	-	-	GH13_40	2259	Q9VH78	51.0	0.0004086	0.0418	0.5152	0.3997	gray_zone_structure_supports_non_cazyme
jgi-Umbpus1-104987-LPUS_11829T0	Umbpus1	Lecanoromycetes	high_confidence_cazyme	1A_all_tools_agree	0.759493670886076	3	AA1_3|AA1_e46	AA1_3(62-177)+AA1(191-594)	AA1_e46(195-594)	AA1_3	638	A0A0U2LSC3	56.5	1.9590000000000002e-156	0.443	0.8041	0.6725	high_confidence_cazyme
jgi-Umbpus1-101053-LPUS_07799T0	Umbpus1	Lecanoromycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	153	Q82T37	71.2	2.176e-11	0.0557	0.5485	0.415	high_confidence_non_cazyme
jgi-Trisp1-231595-estExt_fgenesh1_pm.C_40169	Trisp1	Pucciniomycotina	gray_zone	2B_gray_low	0.478	1	-	-	-	GH89	452	A0A6C0P7Z7	42.0	1.067e-14	0.0696	0.8986	0.5095	gray_zone_structure_supports_non_cazyme
jgi-Trisp1-138114-CE138113_3822	Trisp1	Pucciniomycotina	gray_zone	2B_gray_low	0.362	1	-	-	-	CBM1+GH3	740	A0A6M7Z5B9	54.6	1.3219999999999999e-73	0.2332	0.7972	0.5659	gray_zone_ambiguous_structure
jgi-Trisp1-228598-fgenesh1_pm.1_#_143	Trisp1	Pucciniomycotina	high_confidence_cazyme	1A_all_tools_agree	0.996742671009772	3	GH5_9	GH5_9(239-541)	GH5_e217(240-541)	GH5_9	726	A0A180H654	63.1	8.323e-146	0.4195	0.7515	0.6476	high_confidence_cazyme
jgi-MowoN66265_1-705-BGW42_000710-T1	MowoN66265_1	Mortierellomycotina	gray_zone	2A_gray_high	0.622	1	-	-	-	GT59	537	A0A9E8Z9Q2	45.2	6.953e-15	0.0705	0.7561	0.4743	gray_zone_structure_supports_non_cazyme
jgi-Chafu1-125206-CE125205_4659	Chafu1	Sordariomycetes	gray_zone	2B_gray_low	0.485	1	-	-	-	GT31	645	A0A2H4SA22	67.1	2.822e-119	0.3481	0.8142	0.6276	gray_zone_structure_supports_cazyme
jgi-Chafu1-400373-estExt_Genewise1Plus.C_6_t20023	Chafu1	Sordariomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH2_e61	GH2(39-955)	GH2_e61(39-956)	GH2	1097	A0A074W840	67.6	1.1699999999999998e-246	0.6876	0.7668	0.7855	high_confidence_cazyme
jgi-Treen1-513114-fgenesh1_kg.1_#_4460_#_TRINITY_DN4967_c2_g3_i3	Treen1	Tremellomycetes	gray_zone	2B_gray_low	0.444	1	-	-	-	AA9	505	Q5AXQ5	62.8	2.182e-77	0.2367	0.8057	0.5698	gray_zone_ambiguous_structure
jgi-Treen1-518017-fgenesh1_kg.4_#_138_#_TRINITY_DN4619_c0_g1_i2	Treen1	Tremellomycetes	gray_zone	2B_gray_low	0.431	1	-	-	-	GH76	591	A0A6I6UF14	59.6	2.846e-08	0.0522	0.844	0.4871	gray_zone_structure_supports_non_cazyme
jgi-Treen1-565784-fgenesh1_pm.40_#_27	Treen1	Tremellomycetes	gray_zone	2A_gray_high	0.6409999999999999	1	-	-	-	AA1_3	665	A0A9Q8WAU1	59.6	4.4799999999999996e-113	0.3333	0.8492	0.629	gray_zone_structure_supports_cazyme
jgi-Treen1-519327-fgenesh1_kg.5_#_756_#_TRINITY_DN1257_c0_g1_i1	Treen1	Tremellomycetes	gray_zone	2B_gray_low	0.43	1	-	-	-	GH125	555	A0A9Q9UEL4	75.8	3.3830000000000005e-131	0.3751	0.7979	0.637	gray_zone_structure_supports_cazyme
jgi-Treen1-585274-estExt_Genemark1.C_1_t10341	Treen1	Tremellomycetes	gray_zone	2A_gray_high	0.647	1	-	-	-	GT8	621	A0A7H8QQE3	67.7	3.9560000000000004e-165	0.4639	0.828	0.6889	gray_zone_structure_supports_cazyme
jgi-Treen1-531178-fgenesh1_kg.23_#_376_#_TRINITY_DN3874_c1_g1_i11	Treen1	Tremellomycetes	gray_zone	2A_gray_high	0.5720000000000001	1	-	-	-	GH16_4	501	A0A9X4R9Q4	65.0	1.952e-101	0.2977	0.8915	0.6217	gray_zone_structure_supports_cazyme
jgi-Treen1-524019-fgenesh1_kg.10_#_723_#_TRINITY_DN3018_c0_g1_i2	Treen1	Tremellomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH2_e74	GH2(41-493)	GH2_e74(43-587)	GH2	655	A0A7H8RD44	63.4	4.425e-199	0.5509	0.8614	0.7408	high_confidence_cazyme
jgi-Treen1-553356-fgenesh1_kg.109_#_22_#_TRINITY_DN4993_c0_g1_i1	Treen1	Tremellomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH78_e64	GH78(399-804)	GH78_e64(404-804)	GH78	836	-	0.0		0.0	0.419	0.3547	high_confidence_cazyme
jgi-Treen1-523770-fgenesh1_kg.10_#_474_#_TRINITY_DN2769_c1_g1_i3	Treen1	Tremellomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GT57_e0	GT57(148-640)	GT57_e0(147-640)	GT57	672	A0A061BH06	64.9	5.581000000000001e-144	0.4125	0.8271	0.663	high_confidence_cazyme
jgi-Treen1-534899-fgenesh1_kg.31_#_200_#_TRINITY_DN4672_c1_g1_i5	Treen1	Tremellomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	AA2_e1	AA2(109-361)	AA2_e1(111-362)	AA2	377	A0A2N1JGS9	77.3	4.837e-115	0.3272	0.8464	0.6252	high_confidence_cazyme
jgi-Treen1-515169-fgenesh1_kg.2_#_1964_#_TRINITY_DN3001_c0_g1_i5	Treen1	Tremellomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH15_e31	GH15(90-503)	GH15_e31(100-504)	GH15	521	A0A0F7SQH6	60.8	2.821e-111	0.3238	0.8427	0.6226	high_confidence_cazyme
jgi-Treen1-324992-CE324991_5748	Treen1	Tremellomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	228	-	0.0		0.0	0.8126	0.4532	high_confidence_non_cazyme
jgi-Trigue1-283088-estExt_Genemark1.C_15270002	Trigue1	Tremellomycetes	gray_zone	2A_gray_high	0.627	1	-	-	-	AA11	365	A0A0A7NNM6	44.2	9.872e-05	0.0418	0.735	0.4546	gray_zone_structure_supports_non_cazyme
jgi-Trigue1-218948-fgenesh1_kg.35_#_37_#_TRINITY_DN4862_c0_g1_i1	Trigue1	Tremellomycetes	gray_zone	2B_gray_low	0.431	1	-	-	-	GH128	746	A0A4P7BYU0	62.5	1.827e-185	0.5205	0.8756	0.7291	gray_zone_structure_supports_cazyme
jgi-Trigue1-258256-estExt_fgenesh1_pm.C_1400007	Trigue1	Tremellomycetes	gray_zone	2B_gray_low	0.475	1	-	-	-	GT4	515	A0A8H8SVC3	68.0	2.543e-168	0.4674	0.8697	0.7011	gray_zone_structure_supports_cazyme
jgi-Trigue1-250046-gm1.3412_g	Trigue1	Tremellomycetes	gray_zone	2B_gray_low	0.318	1	-	-	-	GT15	1107	K8EJL2	40.9	1.952e-25	0.1027	0.5991	0.4511	gray_zone_structure_supports_non_cazyme
jgi-Trigue1-279473-estExt_Genemark1.C_2970005	Trigue1	Tremellomycetes	gray_zone	2A_gray_high	0.6	1	-	-	-	GT2	583	A0A9Q8SE66	54.9	2.343e-135	0.3873	0.8461	0.6552	gray_zone_structure_supports_cazyme
jgi-Trigue1-209305-estExt_Genewise1Plus.C_2370016	Trigue1	Tremellomycetes	gray_zone	2B_gray_low	0.355	1	-	-	-	GH16	726	A0A2U9C9T3	60.1	2.109e-201	0.5605	0.9105	0.7579	gray_zone_structure_supports_cazyme
jgi-Trigue1-175317-e_gw1.60.19.1	Trigue1	Tremellomycetes	gray_zone	2B_gray_low	0.331	1	-	-	-	AA3_2	838	-	0.0		0.0	0.7738	0.4435	gray_zone_structure_supports_non_cazyme
jgi-Trigue1-223920-fgenesh1_kg.195_#_27_#_TRINITY_DN5906_c0_g1_i1	Trigue1	Tremellomycetes	high_confidence_cazyme	1A_all_tools_agree	0.9970760233918128	3	GH36_e36	GH36(22-708)	GH36_e36(24-708)	GH36	727	A0A6M7YE70	71.6	1.239e-310	0.8355	0.8756	0.8866	high_confidence_cazyme
jgi-Trigue1-233549-fgenesh1_kg.1032_#_3_#_TRINITY_DN9230_c1_g1_i2	Trigue1	Tremellomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	247	A0A834VD39	77.2	3.099e-25	0.094	0.7255	0.4784	high_confidence_non_cazyme
jgi-Truan1-525997-e_gw1.10.89.1	Truan1	Sordariomycetes	gray_zone	2B_gray_low	0.367	1	-	-	-	GH78	605	A0A402D720	45.7	5.831e-104	0.3081	0.871	0.6218	gray_zone_structure_supports_cazyme
jgi-Truan1-660164-gm1.8015_g	Truan1	Sordariomycetes	gray_zone	2B_gray_low	0.41	1	-	-	-	GH20	1237	A0A9Q9DR53	46.2	1.921e-77	0.2489	0.7565	0.5636	gray_zone_ambiguous_structure
jgi-Absrep1-417062-fgenesh1_kg.14_#_87_#_TRINITY_DN13645_c0_g1_i1	Absrep1	Mucoromycotina	gray_zone	2A_gray_high	0.5920000000000001	1	-	-	-	CBM48	552	K8EM54	54.2	2.752e-107	0.3142	0.8453	0.6184	gray_zone_structure_supports_cazyme
jgi-Absrep1-422973-fgenesh1_kg.25_#_280_#_TRINITY_DN6660_c0_g2_i1	Absrep1	Mucoromycotina	gray_zone	2A_gray_high	0.606	1	-	-	-	AA5_1	390	A0A8H8T2A6	81.5	1.087e-150	0.4169	0.8523	0.6715	gray_zone_structure_supports_cazyme
jgi-Absrep1-344592-estExt_Genewise1.C_4_t10099	Absrep1	Mucoromycotina	gray_zone	2A_gray_high	0.544	1	-	-	-	GH16_1	562	A0A7R8WRS0	43.5	1.878e-62	0.1993	0.8212	0.555	gray_zone_ambiguous_structure
jgi-Absrep1-369022-estExt_Genewise1Plus.C_5_t10342	Absrep1	Mucoromycotina	gray_zone	2A_gray_high	0.521	1	-	-	-	GT31	950	Q0V888	68.2	2.08e-113	0.3429	0.8271	0.6282	gray_zone_structure_supports_cazyme
jgi-Absrep1-344747-estExt_Genewise1.C_4_t10263	Absrep1	Mucoromycotina	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GT15_e0	GT15(1-257)	GT15_e0(1-257)	GT15	343	A0A167DTK3	64.6	2.2300000000000002e-103	0.2959	0.8146	0.6016	high_confidence_cazyme
jgi-Absrep1-400991-fgenesh1_kg.1_#_1784_#_TRINITY_DN2245_c0_g1_i1	Absrep1	Mucoromycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	447	-	0.0		0.0	0.4717	0.3679	high_confidence_non_cazyme
jgi-XylFL0255-400104-gm1.6747_g	XylFL0255	Sordariomycetes	gray_zone	2A_gray_high	0.5720000000000001	1	-	-	-	AA3_2	278	A0A455T3J7	46.9	1.351e-08	0.0513	0.8839	0.4967	gray_zone_structure_supports_non_cazyme
jgi-Nagvi1-284864-estExt_Genewise1Plus.C_Scaffold_1_t20123	Nagvi1	Tremellomycetes	gray_zone	2A_gray_high	0.685	1	-	-	-	GH105	370	A0A143HLR9	41.0	2.059e-07	0.0487	0.8088	0.4766	gray_zone_structure_supports_non_cazyme
jgi-Nagvi1-345913-estExt_Genemark1.C_Scaffold_140038	Nagvi1	Tremellomycetes	gray_zone	2A_gray_high	0.684	1	-	-	-	GT8	667	A0A7H8QQE3	65.4	6.625e-152	0.4326	0.8311	0.6741	gray_zone_structure_supports_cazyme
jgi-Nagvi1-20757-CE20756_4024	Nagvi1	Tremellomycetes	gray_zone	2B_gray_low	0.337	1	-	-	-	GT31	901	A0A9Q8SDP9	68.0	8.579000000000001e-159	0.4587	0.8265	0.686	gray_zone_structure_supports_cazyme
jgi-Nagvi1-341997-estExt_Genemark1.C_Scaffold_2_t10232	Nagvi1	Tremellomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH128_e16	GH128(137-360)	GH128_e16(142-361)	GH128	364	A0A8H8MEY6	61.1	2.7660000000000003e-72	0.2185	0.8028	0.5599	high_confidence_cazyme
jgi-Nagvi1-230452-CE230451_2778	Nagvi1	Tremellomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	397	A0A7R9FVI6	58.1	6.679e-11	0.0592	0.5181	0.4091	high_confidence_non_cazyme
jgi-Morarb1-668356-gw1.103.1.1	Morarb1	Pezizomycetes	gray_zone	2A_gray_high	0.595	1	-	-	-	GH15	294	A0A7J5LF39	66.6	0.0002721	0.04	0.7648	0.4612	gray_zone_structure_supports_non_cazyme
jgi-Morarb1-785804-fgenesh1_kg.40_#_40_#_TRINITY_DN5108_c0_g1_i2	Morarb1	Pezizomycetes	gray_zone	2B_gray_low	0.286	1	-	-	-	CBM13	1376	-	0.0		0.0	0.4358	0.359	gray_zone_structure_supports_non_cazyme
jgi-Morarb1-825363-estExt_fgenesh1_pg.C_80071	Morarb1	Pezizomycetes	gray_zone	2B_gray_low	0.413	1	-	-	-	GH18	929	-	0.0		0.0	0.5596	0.3899	gray_zone_structure_supports_non_cazyme
jgi-Morarb1-766231-fgenesh1_kg.9_#_688_#_TRINITY_DN3422_c0_g1_i1	Morarb1	Pezizomycetes	high_confidence_cazyme	1A_all_tools_agree	0.9915966386554622	3	GH128_e2	GH128(46-259)	GH128_e2(48-260)	GH128	296	G1XRP0	63.2	1.5529999999999997e-88	0.2567	0.8746	0.597	high_confidence_cazyme
jgi-Morarb1-697709-e_gw1.29.236.1	Morarb1	Pezizomycetes	high_confidence_cazyme	1A_all_tools_agree	0.9941176470588236	3	GT4_e3141	GT4(457-628)	GT4_e3141(460-630)	GT4	708	G4T895	66.7	2.899e-236	0.6475	0.9158	0.8027	high_confidence_cazyme
jgi-Morarb1-764840-fgenesh1_kg.8_#_387_#_TRINITY_DN3232_c0_g2_i4	Morarb1	Pezizomycetes	high_confidence_cazyme	1A_all_tools_agree	0.9976190476190476	3	GT76_e8	GT76(19-450)	GT76_e8(20-450)	GT76	451	A0A517LHK9	67.2	1.171e-118	0.3394	0.8118	0.6227	high_confidence_cazyme
jgi-SmiculW2_1-5331-AYI69_g7510T0	SmiculW2_1	Kickxellomycotina	gray_zone	2B_gray_low	0.447	1	-	-	-	GH18	469	A0A7I8ENG0	39.1	3.458e-13	0.0661	0.8665	0.4997	gray_zone_structure_supports_non_cazyme
jgi-SmiculW2_1-8581-AYI69_g9931T0	SmiculW2_1	Kickxellomycotina	gray_zone	2B_gray_low	0.356	1	-	-	-	GT8	887	A0A8H8T062	53.1	2.985e-181	0.5152	0.8075	0.7095	gray_zone_structure_supports_cazyme
jgi-SmiculW2_1-3863-AYI69_g6341T0	SmiculW2_1	Kickxellomycotina	gray_zone	2A_gray_high	0.647	1	-	-	-	AA5	620	QWU85921.1	44.5	2.762e-89	0.2707	0.7735	0.5787	gray_zone_ambiguous_structure
jgi-SmiculW2_1-3826-AYI69_g6313T0	SmiculW2_1	Kickxellomycotina	gray_zone	2B_gray_low	0.411	1	-	-	-	GH31_3	855	P46970	45.3	2.71e-87	0.2724	0.7162	0.5653	gray_zone_ambiguous_structure
jgi-SmiculW2_1-854-AYI69_g3838T0	SmiculW2_1	Kickxellomycotina	gray_zone	2A_gray_high	0.542	1	-	-	-	GT8	377	A0A0E4H8T1	37.9	1.073e-15	0.0722	0.8208	0.4913	gray_zone_structure_supports_non_cazyme
jgi-SmiculW2_1-7398-AYI69_g9079T0	SmiculW2_1	Kickxellomycotina	gray_zone	2B_gray_low	0.335	1	-	-	-	GT7	1224	A0A075G076	55.7	9.011000000000001e-272	0.7511	0.7683	0.8176	gray_zone_structure_supports_cazyme
jgi-SmiculW2_1-5264-AYI69_g1350T0	SmiculW2_1	Kickxellomycotina	gray_zone	2B_gray_low	0.442	1	-	-	-	CBM1+GH5_7	670	D3FY82	58.8	5.043999999999999e-146	0.4178	0.5236	0.5898	gray_zone_ambiguous_structure
jgi-SmiculW2_1-10091-AYI69_g11064T0	SmiculW2_1	Kickxellomycotina	high_confidence_cazyme	1A_all_tools_agree	0.994535519125683	3	GH171_e1	GH171(49-426)	GH171_e1(50-426)	GH171	427	Q1AYD0	71.1	9.518e-168	0.4621	0.8794	0.7009	high_confidence_cazyme
jgi-SmiculW2_1-10411-AYI69_g11342T0	SmiculW2_1	Kickxellomycotina	high_confidence_cazyme	1A_all_tools_agree	0.99009900990099	3	GT2	GT2(1126-1634)	GT2(1138-1634)	GT2	2071	A0A077WBW5	57.1	5.3210000000000004e-223	0.6275	0.801	0.764	high_confidence_cazyme
jgi-SmiculW2_1-4097-AYI69_g6545T0	SmiculW2_1	Kickxellomycotina	high_confidence_cazyme	1A_all_tools_agree	0.996039603960396	3	GT2	GT2(446-950)	GT2(454-951)	GT2	1145	A0A061ALI5	64.6	1.8030000000000002e-247	0.6893	0.838	0.8041	high_confidence_cazyme
jgi-SmiculW2_1-9206-AYI69_g2317T0	SmiculW2_1	Kickxellomycotina	high_confidence_cazyme	1A_all_tools_agree	0.99009900990099	3	GT2	GT2(1126-1634)	GT2(1138-1634)	GT2	2071	A0A077WBW5	57.1	5.3210000000000004e-223	0.6275	0.801	0.764	high_confidence_cazyme
jgi-SmiculW2_1-5631-AYI69_g7750T0	SmiculW2_1	Kickxellomycotina	high_confidence_cazyme	1A_all_tools_agree	0.984158415841584	3	GT2	GT2(1145-1657)	GT2(1161-1657)	GT2	2002	A0A023PNL7	51.5	4.826e-140	0.4143	0.6726	0.6253	high_confidence_cazyme
jgi-SmiculW2_1-10884-AYI69_g2784T0	SmiculW2_1	Kickxellomycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	392	A0A0A1MFJ7	58.8	6.9780000000000004e-74	0.2237	0.881	0.5821	high_confidence_non_cazyme
jgi-SmiculW2_1-6438-AYI69_g1612T0	SmiculW2_1	Kickxellomycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	545	A0A9E9F9H9	71.8	0.0002414	0.0409	0.7776	0.4649	high_confidence_non_cazyme
jgi-Malpa1-679-KOS16526	Malpa1	Ustilaginomycotina	gray_zone	2B_gray_low	0.345	1	-	-	-	AA3_2	964	-	0.0		0.0	0.7408	0.4352	gray_zone_structure_supports_non_cazyme
jgi-Malpa1-844-KOS12684	Malpa1	Ustilaginomycotina	gray_zone	2B_gray_low	0.423	1	-	-	-	GT20	625	A0A7R8XF07	62.9	4.3939999999999995e-187	0.5196	0.8805	0.7299	gray_zone_structure_supports_cazyme
jgi-Malpa1-197-KOS16181	Malpa1	Ustilaginomycotina	gray_zone	2B_gray_low	0.395	1	-	-	-	GH128	1092	C5RCF3	49.5	2.208e-39	0.1427	0.7646	0.5125	gray_zone_structure_supports_non_cazyme
jgi-Malpa1-3419-KOS13324	Malpa1	Ustilaginomycotina	gray_zone	2B_gray_low	0.31	1	-	-	-	AA9	1533	-	0.0		0.0	0.3888	0.3472	gray_zone_structure_supports_non_cazyme
jgi-Malpa1-3672-KOS13285	Malpa1	Ustilaginomycotina	gray_zone	2A_gray_high	0.503	1	-	-	-	GH23	488	A0A8H8SY82	54.7	6.647e-80	0.2419	0.8562	0.585	gray_zone_ambiguous_structure
jgi-Malpa1-1993-KOS14968	Malpa1	Ustilaginomycotina	gray_zone	2A_gray_high	0.55	1	-	-	-	GH79	1163	A0A8S2A3C3	72.8	1.2440000000000001e-117	0.356	0.7859	0.6244	gray_zone_structure_supports_cazyme
jgi-Malpa1-2229-KOS15097	Malpa1	Ustilaginomycotina	high_confidence_cazyme	1B_two_tools_agree	0.9570815450643776	2	GT41_e8|GT41_e74	-	GT41_e8(852-1078)+GT41_e74(1106-1440)	GT41	1471	A0A0E1SCH0	42.3	2.914e-39	0.1419	0.6267	0.4776	high_confidence_cazyme
jgi-Malpa1-3197-KOS13660	Malpa1	Ustilaginomycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	159	UKZ82987.1	42.7	1.287e-06	0.0435	0.7616	0.4622	high_confidence_non_cazyme
jgi-Triarc1-651470-gm1.7442_g	Triarc1	Chytridiomycetes	gray_zone	2B_gray_low	0.439	1	-	-	-	GH16_1	595	A0A518G9Z4	45.0	1.535e-65	0.2089	0.78	0.5494	gray_zone_ambiguous_structure
jgi-Triarc1-317543-CE317542_39314	Triarc1	Chytridiomycetes	gray_zone	2A_gray_high	0.855	1	-	-	-	GH146	448	A0A8S2AJS5	81.8	6.2480000000000004e-214	0.5788	0.5476	0.6763	gray_zone_structure_supports_cazyme
jgi-Triarc1-582688-e_gw1.21.86.1	Triarc1	Chytridiomycetes	gray_zone	2A_gray_high	0.5589999999999999	1	-	-	-	GT0	336	A0A517L745	60.3	6.44e-72	0.2158	0.7158	0.5369	gray_zone_ambiguous_structure
jgi-Triarc1-624946-fgenesh1_kg.17_#_270_#_TRINITY_DN1827_c0_g5_i1	Triarc1	Chytridiomycetes	gray_zone	2A_gray_high	0.679	1	-	-	-	GH31_1	551	A0A4P2QIK3	57.2	6.539999999999999e-138	0.3925	0.8303	0.6538	gray_zone_structure_supports_cazyme
jgi-Triarc1-604132-fgenesh1_kg.2_#_1048_#_TRINITY_DN3638_c1_g3_i1	Triarc1	Chytridiomycetes	gray_zone	2B_gray_low	0.436	1	-	-	-	GH0	498	L0A991	41.3	4.754e-33	0.121	0.8408	0.5207	gray_zone_ambiguous_structure
jgi-Triarc1-27815-CE27814_32260	Triarc1	Chytridiomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	CE4_e46	CE4(242-372)	CE4_e46(243-371)	CBM18+CE4	508	A0A9Q8ZEJ4	53.5	1.634e-66	0.2089	0.7912	0.5522	high_confidence_cazyme
jgi-Triarc1-418497-CE418496_10904	Triarc1	Chytridiomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GT8_e149	GT8(14-249)	GT8_e149(18-249)	GT8	614	Q871S1	59.3	3.9799999999999996e-69	0.2185	0.6964	0.5333	high_confidence_cazyme
jgi-Triarc1-86763-CE86762_2413	Triarc1	Chytridiomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	648	-	0.0		0.0	0.4504	0.3626	high_confidence_non_cazyme
jgi-Triarc1-602755-fgenesh1_kg.1_#_4185_#_TRINITY_DN3172_c0_g1_i3	Triarc1	Chytridiomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	174	-	0.0		0.0	0.6968	0.4242	high_confidence_non_cazyme
jgi-Kalbr1-519-transcript:EST10153	Kalbr1	Ustilaginomycotina	gray_zone	2A_gray_high	0.556	1	-	-	-	GT0	354	K8E732	51.7	3.42e-33	0.1184	0.8263	0.5158	gray_zone_structure_supports_non_cazyme
jgi-Kalbr1-4995-transcript:EST05272	Kalbr1	Ustilaginomycotina	gray_zone	2B_gray_low	0.446	1	-	-	-	GH75	444	A0A2G5UV03	55.8	1.227e-71	0.2193	0.8717	0.5776	gray_zone_ambiguous_structure
jgi-Kalbr1-2700-transcript:EST07854	Kalbr1	Ustilaginomycotina	gray_zone	2B_gray_low	0.425	1	-	-	-	AA5_1	998	A0A8S2ABK9	68.8	3.7370000000000004e-172	0.4961	0.9081	0.7251	gray_zone_structure_supports_cazyme
jgi-Kalbr1-4535-transcript:EST05983	Kalbr1	Ustilaginomycotina	gray_zone	2B_gray_low	0.482	1	-	-	-	AA3_1+AA8	549	QWU88511.1	34.3	3.694e-34	0.1245	0.7947	0.5109	gray_zone_structure_supports_non_cazyme
jgi-Kalbr1-727-transcript:EST09567	Kalbr1	Ustilaginomycotina	gray_zone	2B_gray_low	0.3389999999999999	1	-	-	-	GT2	1224	A0A9D5TI21	46.5	1.321e-15	0.074	0.7218	0.4674	gray_zone_structure_supports_non_cazyme
jgi-Kalbr1-993-transcript:EST09131	Kalbr1	Ustilaginomycotina	gray_zone	2B_gray_low	0.434	1	-	-	-	AA1_3	535	A0A9Q8WAU1	62.4	1.611e-100	0.2968	0.7937	0.5968	gray_zone_ambiguous_structure
jgi-Kalbr1-102-transcript:EST09736	Kalbr1	Ustilaginomycotina	high_confidence_cazyme	1A_all_tools_agree	0.9942028985507246	3	AA1_2	AA1_2(52-415)	AA1_e44(53-415)	AA1_2	632	A0A077WRG1	66.2	6.074999999999999e-196	0.5422	0.8333	0.7294	high_confidence_cazyme
jgi-Kalbr1-1684-transcript:EST08437	Kalbr1	Ustilaginomycotina	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH30_3	GH30_3(76-418)	GH30_e65(79-419)	GH30_3	611	A0A0F7S9M1	56.7	1.538e-174	0.4874	0.8724	0.7118	high_confidence_cazyme
jgi-MoalCK1249_1-6434-BGZ70_006486-T1	MoalCK1249_1	Mortierellomycotina	gray_zone	2B_gray_low	0.372	1	-	-	-	AA3_2	931	C6XUQ9	34.2	3.043e-29	0.1131	0.8795	0.5264	gray_zone_ambiguous_structure
jgi-MoalCK1249_1-2745-BGZ70_002763-T1	MoalCK1249_1	Mortierellomycotina	gray_zone	2A_gray_high	0.64	1	-	-	-	GH46	337	ARA85284.1	62.2	1.017e-89	0.2611	0.8418	0.591	gray_zone_ambiguous_structure
jgi-MoalCK1249_1-4474-BGZ70_004505-T1	MoalCK1249_1	Mortierellomycotina	gray_zone	2B_gray_low	0.413	1	-	-	-	AA3_3	733	A0A9Q8WCC7	55.2	2.919e-11	0.0609	0.7851	0.4767	gray_zone_structure_supports_non_cazyme
jgi-MoalCK1249_1-9817-BGZ70_009902-T1	MoalCK1249_1	Mortierellomycotina	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GT31_e11|GT32_e116	GT31(213-409)	GT31_e11(223-410)+GT32_e116(559-658)	GT31+GT32	997	A0A061BDM9	49.7	3.965e-120	0.3621	0.4366	0.5402	high_confidence_cazyme
jgi-Hypfra2-224490-CE224489_13104	Hypfra2	Sordariomycetes	gray_zone	2A_gray_high	0.7509999999999999	1	-	-	-	GH55_1	398	A0A8D9MJ76	53.4	3.472e-82	0.2446	0.83	0.5798	gray_zone_ambiguous_structure
jgi-Gervar1-404527-fgenesh1_kg.3_#_482_#_TRINITY_DN109_c0_g1_i1	Gervar1	Chytridiomycetes	gray_zone	2A_gray_high	0.7040000000000001	1	-	-	-	CE4	555	UJR30406.1	71.5	1.9440000000000002e-165	0.4621	0.7531	0.6693	gray_zone_structure_supports_cazyme
jgi-Gervar1-49145-CE49144_7196	Gervar1	Chytridiomycetes	gray_zone	2B_gray_low	0.456	1	-	-	-	GH16_1	596	A0A7R8XF26	44.7	6.285e-61	0.1967	0.7908	0.5461	gray_zone_ambiguous_structure
jgi-Gervar1-315012-CE315011_41064	Gervar1	Chytridiomycetes	gray_zone	2A_gray_high	0.57	1	-	-	-	CBM48+GH13_8	1686	WEJ95743.1	31.4	5.0759999999999994e-39	0.141	0.7392	0.5053	gray_zone_structure_supports_non_cazyme
jgi-Gervar1-301041-CE301040_5868	Gervar1	Chytridiomycetes	gray_zone	2B_gray_low	0.385	1	-	-	-	GT59	1099	A0A899G6P5	59.8	2.36e-63	0.2097	0.5148	0.4836	gray_zone_structure_supports_non_cazyme
