protein_id	tier	family	foldseek_3di_best_hit	foldseek_3di_pident	foldseek_3di_evalue	foldseek_3di_bits_norm	saprot_cosine_to_cazyme_centroid	structure_evidence_score
jgi-Trifer1-281363-fgenesh1_kg.2_#_1051_#_TRINITY_DN659_c0_g2_i1	high_confidence_cazyme	GH13_40	S9PUT4	73.7	2.188e-247	0.6710	0.8612	0.8008
jgi-Corca1-568263-fgenesh1_kg.2_#_2_#_Locus5412v1rpkm28.61	gray_zone	-	A0A8S1ZP17	69.3	2.876e-150	0.4424	0.7806	0.6663
jgi-Verped1-95432-CE95431_6257	gray_zone	-	QYO62262.1	67.4	7.584e-117	0.3412	0.7630	0.6113
jgi-Alikh1-652404-e_gw1.392.17.1	gray_zone	-	A0A8S2A986	47.5	3.293e-57	0.1824	0.8992	0.5660
jgi-Schpa1-472994-CE472993_201	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.4340	0.3585
jgi-Asptur1-149243-fgenesh1_pm.67_#_3	high_confidence_cazyme	GH16_18	A0A1P8YY96	76.2	2.984e-117	0.3377	0.7018	0.5943
jgi-Possti1-997449-CE997448_1218	gray_zone	-	A0A8H8NNY0	47.2	4.248e-47	0.1632	0.7496	0.5190
jgi-Colac2-722367-fgenesh1_pm.102_#_19	high_confidence_cazyme	CE16_e2	A0A9Q8T9N2	60.4	1.493e-88	0.2583	0.8399	0.5891
jgi-Moramb1-698174-fgenesh1_kg.10_#_638_#_TRINITY_DN5083_c8_g8_i2	gray_zone	-	A0A160T4C8	47.8	1.557e-55	0.1850	0.8637	0.5584
jgi-Rhitru1-249202-CE249201_13018	high_confidence_non_cazyme	-	A0A7U2MV34	69.1	5.175e-192	0.5271	0.8442	0.7246
jgi-Aciri1_iso-68511-e_gw1.200.5.1	gray_zone	-	A0A9R0NW47	51.8	1.17e-49	0.1719	0.6485	0.4981
jgi-Melva1-511784-fgenesh1_kg.9_#_69_#_Locus737v1rpkm180.74	gray_zone	-	A0A3P6D3E5	58.2	5.718e-254	0.7077	0.8547	0.8175
jgi-Daldec1-349672-fgenesh1_kg.6_#_157_#_TRINITY_DN6836_c2_g10_i2	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.5688	0.3922
jgi-ExoJF061F_1-547527-fgenesh1_kg.6_#_1125_#_TRINITY_DN11690_c0_g2_i1	gray_zone	-	G0VB56	54.9	4.626e-24	0.0942	0.7193	0.4770
jgi-Amaapr1-3022070-gm1.12628_g	gray_zone	-	CAB4094899.1	62.1	2.92e-17	0.0785	0.8198	0.4942
jgi-Pseudest1-6048-VC83_08914T0	gray_zone	-	UIZ28362.1	43.1	7.575e-44	0.1553	0.5627	0.4683
jgi-Aspspi1-267141-fgenesh1_pm.77_#_6	high_confidence_cazyme	GT76_e15	E3QXC7	65.5	3.607e-71	0.2164	0.7968	0.5574
jgi-Xylcro1-365867-gm4.10812_g	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.5095	0.3774
jgi-FoxF202_1-751591-fgenesh1_kg.7_#_898_#_TRINITY_DN6067_c0_g2_i1	high_confidence_cazyme	AA9_e46	A0A7H8R8X6	73.0	2.087e-98	0.2792	0.7725	0.5827
jgi-Lenzyc1-366754-CE366753_24520	gray_zone	-	A0A9Q9DWZ7	72.3	1.314e-119	0.3377	0.8174	0.6232
jgi-Tolop1-313-transcript:KND95337	gray_zone	-	A0A6F9CX08	42.3	2.517e-34	0.1283	0.6124	0.4672
jgi-Batsa1-2150-transcript:OON03098	gray_zone	-	D9RYA4	41.1	3.857e-16	0.0750	0.7571	0.4768
jgi-Aspph1-209352-e_gw1.3.455.1	gray_zone	-	A0A7H8QHR9	78.1	3.487e-131	0.3709	0.7691	0.6277
jgi-HyFL0890_1-268294-fgenesh1_kg.15_#_387_#_TRINITY_DN2428_c0_g1_i1	gray_zone	-	A0A8S2ARC9	57.0	2.508e-117	0.3438	0.8688	0.6391
jgi-Parsp1-1159171-fgenesh1_kg.1_#_421_#_Locus8718v1rpkm2.93	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.6424	0.4106
jgi-Spasuh1_1-114398-fgenesh1_kg.3_#_99_#_TRINITY_DN1988_c0_g1_i1	gray_zone	-	A0A7H8R1M2	74.1	5.821e-295	0.8098	0.9014	0.8802
jgi-Gnocas1-395599-fgenesh1_kg.7_#_2841_#_TRINITY_DN20285_c0_g1_i2	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.4394	0.3598
jgi-KdCBS826_1-564381-gm1.7025_g	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.5661	0.3915
jgi-MorM21481_1-419608-estExt_fgenesh1_pg.C_1_t20026	gray_zone	-	A0A181CA28	36.6	5.176e-14	0.0672	0.8469	0.4953
jgi-Helsp1-408697-fgenesh1_kg.8_#_109_#_TRINITY_DN4529_c0_g1_i3	gray_zone	-	A0A8F2VZ42	59.1	6.135e-140	0.4040	0.8179	0.6565
jgi-Rorror1-1137911-MIX62792_4_18	high_confidence_cazyme	GH71_e1	A0A1D9PTN3	56.1	1.354e-125	0.3630	0.8062	0.6330
jgi-Kircor1-380540-fgenesh1_kg.17_#_79_#_TRINITY_DN113_c0_g1_i1	high_confidence_non_cazyme	-	QLD61386.1	54.0	7.857e-07	0.0471	0.6347	0.4322
jgi-Crudry1-2864239-fgenesh1_kg.17_#_724_#_TRINITY_DN2673_c0_g2_i1	high_confidence_non_cazyme	-	A0A8H8NMR2	33.6	4.826e-37	0.1283	0.7225	0.4948
jgi-Schseg1_1-105040-e_gw1.3.937.1	gray_zone	-	C6SGH7	77.1	2.429e-197	0.5419	0.8018	0.7214
jgi-Annnit1-486479-fgenesh1_pm.5_#_37	gray_zone	-	A0A7R9BUJ4	53.1	3.514e-45	0.1562	0.7779	0.5226
jgi-Vuico1-766378-e_gw1.18.613.1	gray_zone	-	K9UGD5	50.9	1.114e-81	0.2461	0.8426	0.5837
jgi-Cybfa1-3505-transcript:ONH67430	gray_zone	-	QYO62262.1	67.6	3.78e-117	0.3412	0.7638	0.6115
jgi-Asppol1-485310-fgenesh1_kg.106_#_98_#_TRINITY_DN903_c0_g1_i3	gray_zone	-	-	0.0	nan	0.0000	0.4530	0.3632
jgi-EurotioJF034F_1-92776-CE92775_2452	high_confidence_cazyme	AA1_e29	A0A7C8H391	54.7	1.426e-137	0.3962	0.8281	0.6551
jgi-Pdis17420_1-276274-fgenesh1_kg.55_#_45_#_TRINITY_DN27287_c0_g1_i1	high_confidence_non_cazyme	-	A0A501X8V2	44.9	0.0004172	0.0410	0.6317	0.4284
jgi-Colcu1-12138-mrna_12138	high_confidence_cazyme	AA7_e0	A0A9Q9ENN9	50.1	1.23e-48	0.1562	0.8304	0.5357
jgi-FlaPMI526_1-1456634-e_gw1.2.820.1	high_confidence_cazyme	GH128_e16	G1XI34	59.3	2.019e-60	0.1885	0.7672	0.5360
jgi-Dales1-410546-gm1.5464_g	gray_zone	-	A0A6L9JRK9	40.4	5.446e-200	0.5698	0.8765	0.7540
jgi-Aspgal1-477259-gm1.7827_g	gray_zone	-	A0A6M7YVQ6	58.6	3.909e-128	0.3682	0.8656	0.6505
jgi-Guyne1-980379-fgenesh1_pm.10_#_136	high_confidence_cazyme	PL14_4	E7FLQ2	66.4	1.156e-47	0.1501	0.6080	0.4771
jgi-Fobas72_1-492491-fgenesh1_kg.3_#_3902_#_TRINITY_DN1484_c0_g3_i2	high_confidence_non_cazyme	-	A0A9P9K3K3	54.6	1.188e-124	0.3752	0.7994	0.6375
jgi-Asppun1-32603-gm4.6713_g	gray_zone	-	-	0.0	nan	0.0000	0.7538	0.4384
jgi-Xylhyp1-279644-CE279643_4118	gray_zone	-	G0WE70	54.7	1.574e-120	0.3455	0.8822	0.6433
jgi-Lenra_T_1-809046-e_gw1.667.11.1	gray_zone	-	WDK16822.1	75.9	8.185e-30	0.1134	0.7465	0.4933
jgi-Suiplac1-1386611-e_gw1.7.1467.1	gray_zone	-	A0A7H8QT70	80.9	4.177e-156	0.4389	0.8111	0.6722
jgi-Veneff1-9465-rna-gnl-PRJNA551043-FKW77_004861-T1_mrna	gray_zone	-	A0A7H8QT70	52.7	3.292e-73	0.2304	0.8262	0.5717
jgi-Rhyco1-10650-transcript:CZS93307	gray_zone	-	A0A650EQE3	57.7	4.98e-06	0.0471	0.6268	0.4303
jgi-Amycha1-1168057-gm1.1071_g	high_confidence_cazyme	AA3_2	A0A0F7VKF7	67.0	1.915e-214	0.5916	0.7893	0.7431
jgi-Aspcand1-12202-CE12201_1525	gray_zone	-	WJH36882.1	56.9	1.946e-33	0.1204	0.8055	0.5116
jgi-LedTMI1633_1-87724-fgenesh1_pm.64_#_25	gray_zone	-	QWU87570.1	40.8	9.565e-75	0.2417	0.8556	0.5847
jgi-PirE2_1-12878-gm1.11824_g	gray_zone	-	UJR17717.1	56.7	2.119e-46	0.1606	0.8060	0.5318
jgi-XylPMI703_1-872423-MIX8007_268_25	gray_zone	-	A0A6M7ZQI8	71.6	5.436e-144	0.4092	0.7784	0.6492
jgi-Talat1-8363-transcript:OKL58793	gray_zone	-	A0A9Q8SDP9	74.6	3.492e-197	0.5550	0.8322	0.7355
jgi-Lacpsa1-1260869-fgenesh1_kg.16_#_55_#_TRINITY_DN12525_c1_g1_i5	gray_zone	-	A0A6M7ZQI8	78.1	2.156e-161	0.4520	0.7774	0.6704
jgi-Aspins1-305255-gm1.4316_g	gray_zone	-	A0A7G5J8Y7	69.7	1.274e-121	0.3508	0.7600	0.6154
jgi-Exoaq1-7379-A1O9_03909T0	gray_zone	-	A0A2G5UV03	64.3	2.345e-114	0.3281	0.8551	0.6278
jgi-Pilcr1-814599-fgenesh1_kg.00009_#_203_#_Locus12603v1rpkm4.58	gray_zone	-	CAG5078356.1	73.4	1.372e-67	0.2077	0.8355	0.5627
jgi-Lepmi1-529433-estExt_fgenesh1_pg.C_140066	gray_zone	-	A0A7R9BT76	75.3	3.234e-177	0.5061	0.8071	0.7048
jgi-FvanT77_1-418103-MIX22831_24_49	gray_zone	-	A0A9Q9DR53	55.2	2.481e-217	0.6143	0.8336	0.7656
jgi-Rusvin1-973462-fgenesh1_kg.3_#_374_#_TRINITY_DN20309_c0_g2_i3	gray_zone	-	G4T601	72.1	5.31e-84	0.2426	0.8419	0.5818
jgi-Asoarc1-242446-estExt_Genewise1Plus.C_800010	gray_zone	-	W9JCX7	66.6	1.832e-201	0.5567	0.6779	0.6978
jgi-Byssp1-3563-PVAR5_6320	gray_zone	-	A0A7J5MSS8	52.8	4.579e-15	0.0724	0.8208	0.4914
jgi-Dotse1-95197-gw1.2.220.1	high_confidence_cazyme	GT2	A0A9Q8WMR9	68.1	2.748e-137	0.3979	0.8169	0.6532
jgi-Aspnovo1-230329-MIX3532_24_33	gray_zone	-	A0A7H8RC90	53.1	1.305e-230	0.6483	0.8900	0.7967
jgi-Bombar1-579667-gm1.9534_g	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.4675	0.3669
jgi-Polfu1-528265-fgenesh1_pg.168_#_1	gray_zone	-	-	0.0	nan	0.0000	0.4090	0.3522
jgi-Trias1-73244-fgenesh1_pm.15_#_149	high_confidence_non_cazyme	-	A0A1M5VN16	56.5	1.626e-26	0.0934	0.7944	0.4953
jgi-Asppac1-687032-fgenesh1_kg.129_#_13_#_TRINITY_DN10098_c0_g1_i2	high_confidence_cazyme	GH43_14|CBM91_e52	A0A9W8R1Q2	57.1	5.149e-153	0.4284	0.8122	0.6673
jgi-NeoGfMa1-678793-MIX72408_16_9	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.3876	0.3469
jgi-Ganads1-728616-gm4.19151_g	high_confidence_non_cazyme	-	A0A514TPA5	50.8	0.000436	0.0393	0.5646	0.4108
jgi-Trikon1-141280-CE141279_4207	gray_zone	-	A0A7H8QT70	66.6	5.54e-85	0.2583	0.8289	0.5864
jgi-Asptr1-137888-fgenesh1_kg.1_#_857_#_TRINITY_DN5713_c1_g1_i12	gray_zone	-	Q7UF11	38.4	1.78e-24	0.1003	0.6508	0.4629
jgi-MospAM989_1-7737-BGX27_007807-T1	gray_zone	-	A0A8S2A986	50.5	1.636e-79	0.2408	0.9083	0.5975
jgi-Glonio1-456188-CE456187_2013	gray_zone	-	A0A2D1U1B4	54.7	5.457e-144	0.4145	0.8504	0.6698
jgi-Trilo3-1344562-e_gw1.25.168.1	gray_zone	-	A0A8H8SYW4	64.0	7.343e-232	0.6414	0.8145	0.7743
jgi-PhaPMI808-722439-fgenesh1_pg.4_#_156	high_confidence_non_cazyme	-	A0A1Y0H3X7	60.0	0.0001576	0.0419	0.6510	0.4337
jgi-Aspauran1-15378-CE15377_664	gray_zone	-	A0A7R8HE42	64.0	7.49e-69	0.2129	0.7727	0.5496
jgi-Trila1-59758-CE59757_12570	gray_zone	-	A0A7R9GCP8	43.7	4.099e-12	0.0646	0.8635	0.4982
jgi-Aspass1-432751-fgenesh1_pm.344_#_3	high_confidence_non_cazyme	-	A0A7R9BJQ5	50.0	1.923e-06	0.0445	0.8389	0.4820
jgi-Hypfus1-504794-MIX3028_23_34	high_confidence_non_cazyme	-	A0A4P7GJ07	37.7	4.854e-07	0.0471	0.8767	0.4927
jgi-Fonmo1-10988-AYO21_08861T0	gray_zone	-	A0A402D720	48.4	9.525e-118	0.3438	0.8729	0.6401
jgi-Pezci1-644150-fgenesh1_kg.4_#_847_#_TRINITY_DN13815_c0_g1_i1	gray_zone	-	ULU14455.1	38.2	1.952e-25	0.1030	0.6343	0.4600
jgi-Antav1-470014-estExt_fgenesh1_pm.C_3_t20011	high_confidence_non_cazyme	-	UJX40990.1	60.1	3.443e-25	0.1021	0.7937	0.4995
jgi-Erynec1-2877-EV44_g6499T0	gray_zone	-	A0A0G2ZCX6	37.1	3.318e-14	0.0689	0.8643	0.5005
jgi-Lerce2-4002415-fgenesh1_kg.tig_45_#_43_#_HWTNY_transcript/57351	gray_zone	-	A0A7H8QMU0	58.0	1.204e-121	0.3508	0.8453	0.6367
jgi-Cornip1-255668-CE255667_7192	gray_zone	-	-	0.0	nan	0.0000	0.6241	0.4060
jgi-Diavoc1-555450-MIX35434_2_10	gray_zone	-	A0A127FA87	58.0	1.652e-05	0.0445	0.7213	0.4526
jgi-Phybl_L51_1-1775672-fgenesh1_kg.37_#_128_#_TRINITY_DN9625_c3_g1_i4	gray_zone	-	UJR15328.1	36.1	1.051e-61	0.2033	0.8907	0.5743
jgi-PseVKM4514_1-1784-transcript:KFY42117	gray_zone	-	A0A6M7YE70	59.5	2.342e-129	0.3709	0.8831	0.6562
jgi-Pleav1-85105-gm1.2293_g	high_confidence_non_cazyme	-	A0A7U2N224	47.2	1.892e-16	0.0724	0.8779	0.5057
jgi-Pbil18278_1-152213-fgenesh1_kg.12_#_374_#_TRINITY_DN14969_c0_g1_i1	gray_zone	-	D1PQ67	43.6	4.85e-09	0.0532	0.7134	0.4550
jgi-Uniuni1-177915-CE177914_2013	high_confidence_cazyme	GH79_e9	A0A9W8V1G2	60.9	1.005e-161	0.4520	0.8575	0.6904
jgi-CadmalM221_1-8158-IFR05_008043.1	gray_zone	-	A0A6M7YE70	61.7	3.834e-111	0.3290	0.8546	0.6281
jgi-Melame1-1078989-fgenesh1_pm.5_#_156	high_confidence_cazyme	GH20_e87	-	0.0	nan	0.0000	0.3848	0.3462
jgi-Schfas1-38452-e_gw1.74.59.1	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.5276	0.3819
jgi-Sarkil1-125346-estExt_Genewise1Plus.C_290227	high_confidence_cazyme	GH7_e0	A0A9Q8SB74	74.1	2.757e-213	0.5785	0.7583	0.7289
jgi-Felpe1-277801-fgenesh1_pg.3_#_739	high_confidence_non_cazyme	-	K8E5S2	46.9	6.213e-52	0.1667	0.9058	0.5598
jgi-Clawha1-1829479-fgenesh1_kg.162_#_208_#_TRINITY_DN724_c0_g1_i25	high_confidence_cazyme	AA2_e2	Q5XXE3	71.4	2.287e-99	0.2871	0.8131	0.5968
jgi-Gymjun1-1787503-fgenesh1_kg.95_#_112_#_Locus14474v1rpkm6.23	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.4741	0.3685
jgi-MoepKOD1059_1-5083-BGZ93_005138-T1	high_confidence_cazyme	GH8_e33	A0A077WW78	62.4	3.468e-98	0.2853	0.8788	0.6124
jgi-Fuspro1-2711-transcript:CZR46480	high_confidence_cazyme	GT2	A0A9Q8WMR9	71.7	1.867e-167	0.4773	0.8149	0.6924
jgi-Penanta1-3148-CE3147_334	high_confidence_cazyme	AA1_e11	E3QKR1	61.8	1.45e-188	0.5227	0.8356	0.7203
jgi-Phomu1-217066-CE217065_11618	high_confidence_cazyme	GH43_26	A0A9Q9DSF7	60.5	2.542e-117	0.3351	0.7473	0.6044
jgi-Phycitr1-558096-e_gw1.9.354.1	high_confidence_cazyme	GH2_e138	A0A9P9FZU8	65.2	3.354e-305	0.8298	0.8837	0.8858
jgi-Penant1-569-PENANT_c001G07751T0	high_confidence_cazyme	GH36_e36	A0A6M7YE70	72.8	0.0	0.8770	0.8770	0.9077
jgi-Xylcas124033_1-132337-CE132336_42192	high_confidence_cazyme	AA9_e23	A0A9Q8WNU2	65.7	2.234e-78	0.2312	0.7394	0.5505
jgi-Fenfe1-439582-fgenesh1_kg.5_#_441_#_TRINITY_DN1974_c0_g2_i1	high_confidence_cazyme	GH31_3	-	0.0	nan	0.0000	0.4069	0.3517
jgi-Aspfove1-137153-fgenesh1_kg.27_#_136_#_TRINITY_DN1930_c0_g1_i1	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.4503	0.3626
jgi-Tricom1-278076-fgenesh1_kg.20_#_255_#_TRINITY_DN658_c0_g1_i1	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.4999	0.3750
jgi-Aurpu_var_mel1-53327-e_gw1.17.527.1	high_confidence_cazyme	GH17_e53	G2XT82	70.7	5.744e-109	0.3089	0.8511	0.6172
jgi-Crafun1-688984-fgenesh1_kg.2_#_2801_#_TRINITY_DN4409_c0_g3_i1	high_confidence_cazyme	GT2|GT2	J9VMX7	75.9	5.261e-207	0.5829	0.8005	0.7416
jgi-Aspoc7043_1-46503-CE46502_8433	high_confidence_cazyme	GT20_e0	M1V9E3	78.2	1.858e-216	0.5881	0.8324	0.7522
jgi-Botcin1-9921-BofuT4_P011720.1-1	high_confidence_cazyme	AA3_3	Q2UNA0	57.1	1.736e-194	0.5419	0.8880	0.7430
jgi-Asppar1-237633-MIX5829_58_90	high_confidence_cazyme	AA7_e0|AA7_e4	A0A6M7ZEK4	53.8	4.418e-123	0.3569	0.8605	0.6436
jgi-MoexN28262_1-146-BGZ95_000146-T1	high_confidence_cazyme	CBM21_e12	A0A077W7T1	70.8	1.145e-47	0.1606	0.5608	0.4705
jgi-Mersum1-1210868-gm1.1017_g	high_confidence_cazyme	GH72_e4|CBM43_e24	A0A8H8MTI4	61.9	9.496e-136	0.3962	0.4661	0.5646
jgi-Aspman1-243395-CE243394_953	high_confidence_cazyme	AA3_2	A0A8A3P114	71.2	1.366e-229	0.6283	0.8618	0.7796
jgi-Lopnit1_1-855373-fgenesh1_kg.451_#_27_#_TRINITY_DN14286_c0_g1_i2	high_confidence_cazyme	GH128_e29	A0A1D9PUA7	69.8	4.585e-85	0.2522	0.7759	0.5701
jgi-LlaRV95_379_1-1005529-fgenesh1_kg.173_#_61_#_TRINITY_DN1617_c0_g2_i13	high_confidence_cazyme	AA3_3	A0A5K1JW65	56.8	5.615e-187	0.5218	0.8906	0.7335
jgi-Suicli1-279893-CE279892_13246	high_confidence_cazyme	GT2	A0A077WIK3	57.3	3.964e-186	0.5340	0.5626	0.6577
jgi-MorGBAus27b_1-487266-estExt_fgenesh1_pg.C_140233	high_confidence_cazyme	AA11_e8	Q1K8R8	53.6	1.51e-48	0.1536	0.7903	0.5244
jgi-Pheni1-1515510-e_gw1.44.180.1	high_confidence_cazyme	GH12_e34	T2H0A9	67.6	6.184e-84	0.2435	0.7169	0.5509
jgi-Aspfo1-59435-fgenesh1_pm.4_#_643	high_confidence_cazyme	AA4_e1	A0A146G0D5	61.5	7.095e-169	0.4721	0.8898	0.7085
jgi-Spofi1-472824-fgenesh1_kg.66_#_13_#_Locus2415v1rpkm75.28	high_confidence_cazyme	GT34_e9	A0A1Y6L5W4	73.2	2.955e-102	0.2932	0.8695	0.6140
jgi-Thela1-4758-rna-Thela2p4_5609	high_confidence_cazyme	GH36_e13	WEW59261.1	59.8	3.631e-287	0.7888	0.8514	0.8573
jgi-Metal1-3242-rna-gnl-WGS:AZHE-MAM_mRNA01334_MAM_01334	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.4320	0.3580
jgi-Cersp394_1-1151967-e_gw1.1.828.1	high_confidence_non_cazyme	-	A0A139WM90	83.8	1.414e-38	0.1248	0.6220	0.4679
jgi-Ampqui1-443699-e_gw1.2.759.1	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.5505	0.3876
jgi-Trichpleur1-375169-fgenesh1_kg.9_#_1260_#_TRINITY_DN5584_c0_g1_i17	high_confidence_non_cazyme	-	A0A5Q3EKU1	77.9	3.247e-140	0.3918	0.7507	0.6336
jgi-Rhyag1-11705-transcript:CZS91197	high_confidence_non_cazyme	-	A0A8H8SVJ4	78.7	2.262e-10	0.0558	0.5428	0.4136
jgi-Cercer1-754244-fgenesh1_pg.6_#_140	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.6224	0.4056
jgi-Pezcil1-106362-CE106361_2840	high_confidence_non_cazyme	-	QYR21985.1	42.1	1.892e-27	0.1065	0.7154	0.4821
jgi-Malpa1-73-KOS16452	high_confidence_non_cazyme	-	H2JD98	76.1	9.714e-07	0.0436	0.7614	0.4622
jgi-Ruscom1-497931-CE497930_823	high_confidence_non_cazyme	-	A0A8H8NLM5	69.5	1.574e-50	0.1597	0.7341	0.5134
jgi-Armnov1-1426557-fgenesh1_pg.76_#_2	high_confidence_non_cazyme	-	F3QW31	62.6	9.309e-09	0.0506	0.7056	0.4517
jgi-Metko1-225550-estExt_Genemark4.C_3_t30275	high_confidence_non_cazyme	-	UZR92541.1	53.1	4.96e-14	0.0689	0.6930	0.4577
jgi-Zyghet1-216627-CE216626_868	high_confidence_non_cazyme	-	A0A8S2AM74	64.2	1.608e-45	0.1457	0.7724	0.5160
jgi-PnitS607_1-907143-gm1.8436_g	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.4956	0.3739
jgi-Fibsp1-270545-CE270544_72	high_confidence_non_cazyme	-	A0A3G6MRT3	76.9	1.723e-05	0.0393	0.5806	0.4148
jgi-Pengri1-421-PGRI_075640T0	high_confidence_non_cazyme	-	UZP41402.1	70.1	0.0002889	0.0393	0.5118	0.3976
jgi-Micca1-1521-MCYG_09022T0	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.3206	0.3302
jgi-LraTFB9207_1-621435-fgenesh1_kg.288_#_11_#_TRINITY_DN4190_c0_g1_i5	high_confidence_non_cazyme	-	A0A9E9MPE0	37.8	0.0001902	0.0410	0.6571	0.4348
jgi-YarliYB419-136629-fgenesh1_kg.39_#_39_#_TRINITY_DN9396_c0_g1_i1	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.6205	0.4051
jgi-Sprlo1-1119-transcript:EPR79502	high_confidence_non_cazyme	-	APU97118.1	51.9	2.611e-17	0.0759	0.5788	0.4327
jgi-Obbri1-780782-estExt_Genewise1Plus.C_1350011	high_confidence_non_cazyme	-	A0A8D9MIV1	48.8	5.636e-42	0.1379	0.8837	0.5398
jgi-Bolcoc1-1372380-CE1372379_11569	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.4313	0.3578
jgi-Chame1-181941-CE181940_10463	high_confidence_non_cazyme	-	A0A1U7CYB8	39.9	1.88e-05	0.0445	0.6668	0.4390
jgi-Pennal1-8565-PENNAL_c0050G01345T0	high_confidence_non_cazyme	-	A0A9W5UQU9	46.1	5.182e-25	0.0995	0.6193	0.4546
jgi-Bjead1_1-176822-gm1.13261_g	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.4527	0.3632
jgi-Wilmi1-656704-estExt_fgenesh1_pm.C_2420004	high_confidence_non_cazyme	-	Q7XV55	64.1	2.204e-33	0.1134	0.8091	0.5090
jgi-Benpoi1-152735-CE152734_4405	gray_zone	-	AFO93618.1	52.9	1.02e-06	0.0489	0.7816	0.4698
jgi-Fuspoa1-540409-fgenesh1_kg.3_#_1298_#_TRINITY_DN4971_c0_g2_i1	gray_zone	-	WAR09769.1	38.8	1.012e-17	0.0794	0.9015	0.5151
jgi-NeFL0916_1-553050-fgenesh1_kg.52_#_74_#_TRINITY_DN2188_c0_g1_i2	gray_zone	-	A0A160T068	73.0	2.378e-189	0.5175	0.8466	0.7204
jgi-FopisF79_1-561825-fgenesh1_kg.4_#_1734_#_TRINITY_DN19202_c1_g1_i1	gray_zone	-	A0A7R9G9Z6	35.2	1.266e-24	0.0951	0.8433	0.5084
jgi-Psicub1_1-47857-e_gw1.6694.486.1	gray_zone	-	F0R559	37.1	3.019e-22	0.0925	0.7905	0.4939
jgi-Mycvit1-250943-CE250942_172	gray_zone	-	A0A7I7NKQ7	38.3	3.185e-28	0.1082	0.8681	0.5211
jgi-FvanT343_1-351585-fgenesh1_kg.25_#_236_#_TRINITY_DN24941_c0_g1_i1	gray_zone	-	A0A8F2W220	65.1	5.793e-266	0.7373	0.8127	0.8218
jgi-Hypsub2-599233-MIX1969_2_11	high_confidence_cazyme	AA7_e0	A0A6M7ZEK4	56.5	1.673e-137	0.3935	0.8764	0.6659
jgi-Triei1-345283-fgenesh1_kg.32_#_242_#_TRINITY_DN371_c0_g1_i1	high_confidence_cazyme	GT90_e20	A0A1X7RF77	53.7	5.635e-127	0.3682	0.8367	0.6433
jgi-Mycepi1-604827-e_gw1.4.115.1	gray_zone	-	A0A0G9FCV2	39.5	1.165e-25	0.1030	0.8461	0.5130
jgi-Neobo1-700190-fgenesh1_pm.247_#_3	gray_zone	-	A0A499V3W3	63.4	4.504e-15	0.0724	0.7399	0.4712
jgi-Aspeuc1-372912-estExt_Genewise1Plus.C_460208	gray_zone	-	A0A8H8P5D7	71.0	4.076e-176	0.4878	0.8201	0.6989
jgi-Aspve1-137983-e_gw1.9.388.1	gray_zone	-	A0A8S2B2W4	50.7	1.039e-125	0.3639	0.9124	0.6600
jgi-Suivis2-1703316-fgenesh1_pm.173_#_3	gray_zone	-	A0A366U4A5	46.7	0.0001467	0.0428	0.6091	0.4237
jgi-Sisbri1-362991-CE362990_625	high_confidence_cazyme	GH54_e0	G2QWT5	71.5	4.078e-172	0.4721	0.7186	0.6657
jgi-Schco2271_1-293311-gm1.8396_g	gray_zone	-	A0A7G5YFP7	47.9	4.548e-49	0.1614	0.8360	0.5397
jgi-Hyprub1-145346-CE145345_6079	gray_zone	-	G0WE70	35.5	3.602e-62	0.2033	0.8334	0.5600
jgi-Dacma1-899833-MIX4253_31_94	gray_zone	-	A0A9Q9DUZ6	32.6	5.374e-18	0.0794	0.8738	0.5081
jgi-Pchr4680_1-229100-MIX6168_995_44	gray_zone	-	QGA12486.1	57.4	1.092e-30	0.1178	0.5221	0.4394
jgi-Achma1-33264-gm4.4439_g	high_confidence_cazyme	GH16_1	A0A9Q8WGD7	68.4	4.107e-136	0.3813	0.8374	0.6500
jgi-Pyrly1-434878-e_gw1.124.22.1	high_confidence_cazyme	CBM21_e9	A0A9Q8Z7K2	70.9	2.225e-46	0.1606	0.5207	0.4605
jgi-FusoxFo47-17945-rna-gnl-WGS:AFMM-mrna_FOZG_08280T0	gray_zone	-	A0A317RJI4	37.7	2.858e-26	0.1030	0.6809	0.4717
