protein_id	tier	adjudicated_tier	family	foldseek_3di_best_hit	foldseek_3di_pident	foldseek_3di_evalue	foldseek_3di_bits_norm	saprot_cosine_to_cazyme_centroid	structure_evidence_score
jgi-Asppur1-213022-fgenesh1_kg.145_#_56_#_TRINITY_DN3586_c1_g1_i1	high_confidence_cazyme	high_confidence_cazyme	GH188	K8E5S2	49.3	6.359e-64	0.1981	0.9189	0.5788
jgi-Polagg1_1-498319-fgenesh1_kg.12_#_83_#_TRINITY_DN6539_c0_g1_i3	high_confidence_cazyme	high_confidence_cazyme	GH18_e330	A0A455T455	61.1	7.865999999999999e-51	0.1597	0.8318	0.5378
jgi-Daralp1-209677-CE209676_766	gray_zone	gray_zone_structure_supports_cazyme	-	A0A9Q8SE66	53.4	2.4099999999999997e-134	0.3857	0.857	0.6571
jgi-Pennord1-3615-rna3614	gray_zone	gray_zone_structure_supports_cazyme	-	WIA09999.1	60.8	1.077e-164	0.4721	0.7619	0.6765
jgi-Tubbr1_1-1088489-MIX20455_12854_41	gray_zone	gray_zone_ambiguous_structure	-	QZK27805.1	66.1	4.076e-79	0.2443	0.794	0.5707
jgi-Cligib1-1611042-fgenesh1_pm.19_#_1	gray_zone	gray_zone_structure_supports_non_cazyme	-	Q7FAU0	44.5	4.194e-21	0.089	0.7696	0.4869
jgi-Mycoli1-2709530-fgenesh1_kg.84_#_841_#_TRINITY_DN27736_c2_g3_i1	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A0G9FCV2	32.0	6.738e-21	0.089	0.8679	0.5115
jgi-Aciaci1-1394926-fgenesh1_kg.97_#_62_#_TRINITY_DN3624_c8_g2_i4	gray_zone	gray_zone_ambiguous_structure	-	WDK16652.1	52.4	1.284e-58	0.1885	0.7795	0.5391
jgi-Triatro1-488283-fgenesh1_pm.5_#_313	gray_zone	gray_zone_structure_supports_cazyme	-	A0A160T068	75.5	9.250999999999999e-203	0.5515	0.8398	0.7357
jgi-Suifus1-1228732-MIX24322_180_94	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A3T1B5S2	37.3	7.214e-07	0.0497	0.9039	0.5009
jgi-Aspbot1-208065-MIX1952_257_95	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8H8LWB7	55.6	1.8429999999999998e-181	0.5061	0.9071	0.7298
jgi-Sirint1-600029-e_gw1.9.345.1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A7H8QK02	69.6	7.808e-123	0.3525	0.7862	0.6228
jgi-Hydfim1-983923-fgenesh1_pm.6_#_171	gray_zone	gray_zone_structure_supports_cazyme	-	A0A9P9K3K3	78.5	1.9339999999999998e-228	0.6353	0.8199	0.7726
jgi-Fusacu1-467895-MIX10252_35_52	high_confidence_cazyme	high_confidence_cazyme	CBM87_e1|CE18_e1	A0A9W8QZD2	57.0	1.87e-183	0.5148	0.8641	0.7235
jgi-Valma1-11135-transcript:KUI64411	high_confidence_cazyme	high_confidence_cazyme	GH1_e105	Q5BF68	71.6	5.572e-204	0.5576	0.8408	0.739
jgi-FopisF23_1-274581-fgenesh1_kg.3_#_853_#_TRINITY_DN23199_c0_g1_i1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8H8P5D7	66.1	1.112e-158	0.4442	0.8438	0.683
jgi-Aspaus1-911963-fgenesh1_kg.7_#_406_#_TRINITY_DN14526_c0_g1_i1	gray_zone	gray_zone_ambiguous_structure	-	A0A1S9DVV1	67.6	1.31e-108	0.3176	0.7798	0.6038
jgi-PnitS609_1-678497-fgenesh1_kg.5_#_305_#_TRINITY_DN7036_c0_g1_i8	high_confidence_cazyme	high_confidence_cazyme	GT20_e24	A0A077WPI0	75.6	1.932e-314	0.8517	0.9266	0.9075
jgi-Neole1-1159892-estExt_fgenesh1_pm.C_10348	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A4D6KYH0	39.1	2.748e-19	0.0829	0.8666	0.5081
jgi-Macpha1-760297-MIX12406_1125_48	gray_zone	gray_zone_structure_supports_cazyme	-	A0A7H8RC90	55.0	7.892e-237	0.664	0.8944	0.8056
jgi-Xylhel2-523458-MIX3423_5674_89	gray_zone	gray_zone_ambiguous_structure	-	A0A252CDT0	45.6	6.0050000000000006e-30	0.1152	0.882	0.5281
jgi-Aspmot1-272530-gm1.4234_g	high_confidence_cazyme	high_confidence_cazyme	GH13_40	G8YBJ3	76.3	1.7329999999999998e-263	0.712	0.8784	0.8256
jgi-Asprobu1-132847-fgenesh1_kg.2_#_304_#_TRINITY_DN2189_c0_g2_i1	gray_zone	gray_zone_ambiguous_structure	-	E9B5U5	52.4	5.170000000000001e-57	0.1876	0.8555	0.5577
jgi-Asppset1-151938-CE151937_921	gray_zone	gray_zone_structure_supports_cazyme	-	QWU90274.1	44.0	1.135e-87	0.2757	0.9131	0.6162
jgi-Gyman1-1019059-estExt_Genemark1.C_780004	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A8S1ZTN5	37.3	1.903e-05	0.0445	0.8307	0.4799
jgi-Agrpra2-1020700-e_gw1.1.440.1	gray_zone	gray_zone_ambiguous_structure	-	A0A7S8D775	58.6	1.615e-91	0.2705	0.8633	0.6011
jgi-Fobas23_1-574087-MIX11090_6_18	gray_zone	gray_zone_ambiguous_structure	-	WFD22748.1	33.0	5.775e-31	0.1161	0.8855	0.5294
jgi-LaccKIS6_1-1337644-MIX92787_9_14	gray_zone	gray_zone_ambiguous_structure	-	A0A7H8RBC8	49.2	2.5909999999999997e-66	0.2033	0.8828	0.5723
jgi-Tricre1-323640-fgenesh1_kg.4_#_781_#_TRINITY_DN8346_c0_g1_i1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A2V1A8H6	73.5	1.548e-142	0.3962	0.8562	0.6621
jgi-Fusoxlyc1-24401-rna-gnl-WGS:AGBH-mrna_FOWG_09732T1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A7R9GFG9	43.7	8.399e-39	0.1396	0.8844	0.5409
jgi-CtCBS203_1-717454-MIX481_686_100	gray_zone	gray_zone_ambiguous_structure	-	QWU87001.1	45.6	5.127e-65	0.2024	0.8502	0.5638
jgi-FoxF207_1-743305-gm1.8574_g	gray_zone	gray_zone_ambiguous_structure	-	A0A6M7YE70	59.0	1.922e-92	0.2757	0.8508	0.6006
jgi-Clavir1-151213-CE151212_8237	gray_zone	gray_zone_structure_supports_cazyme	-	A0A7R8XF07	68.8	3.942e-181	0.4991	0.867	0.7163
jgi-Galinc1-2064789-fgenesh1_pm.1_#_97	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.6565	0.4141
jgi-YarliW29-162184-estExt_Genemark1.C_220075	gray_zone	gray_zone_structure_supports_cazyme	-	WCJ32372.1	61.1	1.565e-111	0.3298	0.842	0.6254
jgi-Annmor1-459849-gm1.7514_g	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A093XUT4	76.7	1.0800000000000001e-44	0.1579	0.548	0.466
jgi-FusoxT415-469978-estExt_Genewise1Plus.C_7_t10276	gray_zone	gray_zone_structure_supports_cazyme	-	A0A9Q8SM29	62.5	2.402e-95	0.2757	0.8875	0.6098
jgi-Mycmet1-1528087-fgenesh1_kg.31_#_27_#_TRINITY_DN7456_c0_g1_i1	high_confidence_cazyme	high_confidence_cazyme	GH125_e2	A0A1I9Q752	76.5	2.386e-201	0.5524	0.8886	0.7483
jgi-Apope1-580708-estExt_fgenesh1_pm.C_2_t10463	gray_zone	gray_zone_structure_supports_cazyme	-	A0A1V0DDN5	68.2	1.793e-135	0.3822	0.8671	0.6579
jgi-Trifer1-281363-fgenesh1_kg.2_#_1051_#_TRINITY_DN659_c0_g2_i1	high_confidence_cazyme	high_confidence_cazyme	GH13_40	S9PUT4	73.7	2.188e-247	0.671	0.8604	0.8006
jgi-Corca1-568263-fgenesh1_kg.2_#_2_#_Locus5412v1rpkm28.61	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8S1ZP17	69.3	2.876e-150	0.4424	0.7956	0.6701
jgi-Verped1-95432-CE95431_6257	gray_zone	gray_zone_structure_supports_cazyme	-	QYO62262.1	67.4	7.584e-117	0.3412	0.7674	0.6124
jgi-Alikh1-652404-e_gw1.392.17.1	gray_zone	gray_zone_ambiguous_structure	-	A0A8S2A986	47.5	3.293e-57	0.1824	0.9014	0.5665
jgi-Schpa1-472994-CE472993_201	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.4521	0.363
jgi-Asptur1-149243-fgenesh1_pm.67_#_3	high_confidence_cazyme	high_confidence_cazyme	GH16_18	A0A1P8YY96	76.2	2.984e-117	0.3377	0.7188	0.5985
jgi-Possti1-997449-CE997448_1218	gray_zone	gray_zone_ambiguous_structure	-	A0A8H8NNY0	47.2	4.2479999999999995e-47	0.1632	0.764	0.5226
jgi-Colac2-722367-fgenesh1_pm.102_#_19	high_confidence_cazyme	high_confidence_cazyme	CE16_e2	A0A9Q8T9N2	60.4	1.4929999999999998e-88	0.2583	0.8576	0.5935
jgi-Moramb1-698174-fgenesh1_kg.10_#_638_#_TRINITY_DN5083_c8_g8_i2	gray_zone	gray_zone_ambiguous_structure	-	A0A160T4C8	47.8	1.5570000000000001e-55	0.185	0.8765	0.5616
jgi-Rhitru1-249202-CE249201_13018	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A7U2MV34	69.1	5.175e-192	0.5271	0.8537	0.7269
jgi-Aciri1_iso-68511-e_gw1.200.5.1	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A9R0NW47	51.8	1.17e-49	0.1719	0.6692	0.5032
jgi-Melva1-511784-fgenesh1_kg.9_#_69_#_Locus737v1rpkm180.74	gray_zone	gray_zone_structure_supports_cazyme	-	A0A3P6D3E5	58.2	5.7179999999999995e-254	0.7077	0.8725	0.822
jgi-Daldec1-349672-fgenesh1_kg.6_#_157_#_TRINITY_DN6836_c2_g10_i2	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.5869	0.3967
jgi-ExoJF061F_1-547527-fgenesh1_kg.6_#_1125_#_TRINITY_DN11690_c0_g2_i1	gray_zone	gray_zone_structure_supports_non_cazyme	-	G0VB56	54.9	4.626e-24	0.0942	0.7416	0.4825
jgi-Amaapr1-3022070-gm1.12628_g	gray_zone	gray_zone_structure_supports_non_cazyme	-	CAB4094899.1	62.1	2.92e-17	0.0785	0.8395	0.4992
jgi-Pseudest1-6048-VC83_08914T0	gray_zone	gray_zone_structure_supports_non_cazyme	-	UIZ28362.1	43.1	7.575e-44	0.1553	0.5842	0.4737
jgi-Aspspi1-267141-fgenesh1_pm.77_#_6	high_confidence_cazyme	high_confidence_cazyme	GT76_e15	E3QXC7	65.5	3.6070000000000004e-71	0.2164	0.8111	0.561
jgi-Xylcro1-365867-gm4.10812_g	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.5252	0.3813
jgi-FoxF202_1-751591-fgenesh1_kg.7_#_898_#_TRINITY_DN6067_c0_g2_i1	high_confidence_cazyme	high_confidence_cazyme	AA9_e46	A0A7H8R8X6	73.0	2.087e-98	0.2792	0.7798	0.5846
jgi-Lenzyc1-366754-CE366753_24520	gray_zone	gray_zone_structure_supports_cazyme	-	A0A9Q9DWZ7	72.3	1.314e-119	0.3377	0.8196	0.6237
jgi-Tolop1-313-transcript:KND95337	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A6F9CX08	42.3	2.5170000000000003e-34	0.1283	0.6257	0.4706
jgi-Batsa1-2150-transcript:OON03098	gray_zone	gray_zone_structure_supports_non_cazyme	-	D9RYA4	41.1	3.857e-16	0.075	0.7748	0.4812
jgi-Aspph1-209352-e_gw1.3.455.1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A7H8QHR9	78.1	3.487e-131	0.3709	0.7839	0.6314
jgi-HyFL0890_1-268294-fgenesh1_kg.15_#_387_#_TRINITY_DN2428_c0_g1_i1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8S2ARC9	57.0	2.508e-117	0.3438	0.8817	0.6423
jgi-Parsp1-1159171-fgenesh1_kg.1_#_421_#_Locus8718v1rpkm2.93	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.662	0.4155
jgi-Spasuh1_1-114398-fgenesh1_kg.3_#_99_#_TRINITY_DN1988_c0_g1_i1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A7H8R1M2	74.1	5.821e-295	0.8098	0.9176	0.8843
jgi-Gnocas1-395599-fgenesh1_kg.7_#_2841_#_TRINITY_DN20285_c0_g1_i2	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.4548	0.3637
jgi-KdCBS826_1-564381-gm1.7025_g	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.5802	0.3951
jgi-MorM21481_1-419608-estExt_fgenesh1_pg.C_1_t20026	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A181CA28	36.6	5.176e-14	0.0672	0.8501	0.4961
jgi-Helsp1-408697-fgenesh1_kg.8_#_109_#_TRINITY_DN4529_c0_g1_i3	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8F2VZ42	59.1	6.135e-140	0.404	0.8347	0.6607
jgi-Rorror1-1137911-MIX62792_4_18	high_confidence_cazyme	high_confidence_cazyme	GH71_e1	A0A1D9PTN3	56.1	1.354e-125	0.363	0.8219	0.637
jgi-Kircor1-380540-fgenesh1_kg.17_#_79_#_TRINITY_DN113_c0_g1_i1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	QLD61386.1	54.0	7.857e-07	0.0471	0.6553	0.4374
jgi-Crudry1-2864239-fgenesh1_kg.17_#_724_#_TRINITY_DN2673_c0_g2_i1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A8H8NMR2	33.6	4.8259999999999995e-37	0.1283	0.7183	0.4937
jgi-Schseg1_1-105040-e_gw1.3.937.1	gray_zone	gray_zone_structure_supports_cazyme	-	C6SGH7	77.1	2.429e-197	0.5419	0.8094	0.7233
jgi-Annnit1-486479-fgenesh1_pm.5_#_37	gray_zone	gray_zone_ambiguous_structure	-	A0A7R9BUJ4	53.1	3.514e-45	0.1562	0.7781	0.5226
jgi-Vuico1-766378-e_gw1.18.613.1	gray_zone	gray_zone_ambiguous_structure	-	K9UGD5	50.9	1.1139999999999998e-81	0.2461	0.8372	0.5823
jgi-Cybfa1-3505-transcript:ONH67430	gray_zone	gray_zone_structure_supports_cazyme	-	QYO62262.1	67.6	3.7800000000000005e-117	0.3412	0.767	0.6123
jgi-Asppol1-485310-fgenesh1_kg.106_#_98_#_TRINITY_DN903_c0_g1_i3	gray_zone	gray_zone_structure_supports_non_cazyme	-	-	0.0		0.0	0.4713	0.3678
jgi-EurotioJF034F_1-92776-CE92775_2452	high_confidence_cazyme	high_confidence_cazyme	AA1_e29	A0A7C8H391	54.7	1.4259999999999998e-137	0.3962	0.8471	0.6599
jgi-Pdis17420_1-276274-fgenesh1_kg.55_#_45_#_TRINITY_DN27287_c0_g1_i1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A501X8V2	44.9	0.0004172	0.041	0.6513	0.4333
jgi-Colcu1-12138-mrna_12138	high_confidence_cazyme	high_confidence_cazyme	AA7_e0	A0A9Q9ENN9	50.1	1.2299999999999999e-48	0.1562	0.8421	0.5386
jgi-FlaPMI526_1-1456634-e_gw1.2.820.1	high_confidence_cazyme	high_confidence_cazyme	GH128_e16	G1XI34	59.3	2.0189999999999998e-60	0.1885	0.7862	0.5408
jgi-Dales1-410546-gm1.5464_g	gray_zone	gray_zone_structure_supports_cazyme	-	A0A6L9JRK9	40.4	5.446e-200	0.5698	0.8757	0.7538
jgi-Aspgal1-477259-gm1.7827_g	gray_zone	gray_zone_structure_supports_cazyme	-	A0A6M7YVQ6	58.6	3.909e-128	0.3682	0.8753	0.6529
jgi-Guyne1-980379-fgenesh1_pm.10_#_136	high_confidence_cazyme	high_confidence_cazyme	PL14_4	E7FLQ2	66.4	1.156e-47	0.1501	0.6207	0.4802
jgi-Fobas72_1-492491-fgenesh1_kg.3_#_3902_#_TRINITY_DN1484_c0_g3_i2	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A9P9K3K3	54.6	1.188e-124	0.3752	0.8186	0.6423
jgi-Asppun1-32603-gm4.6713_g	gray_zone	gray_zone_structure_supports_non_cazyme	-	-	0.0		0.0	0.766	0.4415
jgi-Xylhyp1-279644-CE279643_4118	gray_zone	gray_zone_structure_supports_cazyme	-	G0WE70	54.7	1.574e-120	0.3455	0.8891	0.645
jgi-Lenra_T_1-809046-e_gw1.667.11.1	gray_zone	gray_zone_structure_supports_non_cazyme	-	WDK16822.1	75.9	8.185e-30	0.1134	0.7618	0.4972
jgi-Suiplac1-1386611-e_gw1.7.1467.1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A7H8QT70	80.9	4.1770000000000005e-156	0.4389	0.8201	0.6745
jgi-Veneff1-9465-rna-gnl-PRJNA551043-FKW77_004861-T1_mrna	gray_zone	gray_zone_ambiguous_structure	-	A0A7H8QT70	52.7	3.292e-73	0.2304	0.8476	0.5771
jgi-Rhyco1-10650-transcript:CZS93307	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A650EQE3	57.7	4.98e-06	0.0471	0.6445	0.4347
jgi-Amycha1-1168057-gm1.1071_g	high_confidence_cazyme	high_confidence_cazyme	AA3_2	A0A0F7VKF7	67.0	1.915e-214	0.5916	0.8023	0.7464
jgi-Aspcand1-12202-CE12201_1525	gray_zone	gray_zone_ambiguous_structure	-	WJH36882.1	56.9	1.946e-33	0.1204	0.8244	0.5163
jgi-LedTMI1633_1-87724-fgenesh1_pm.64_#_25	gray_zone	gray_zone_ambiguous_structure	-	QWU87570.1	40.8	9.565e-75	0.2417	0.8645	0.587
jgi-PirE2_1-12878-gm1.11824_g	gray_zone	gray_zone_ambiguous_structure	-	UJR17717.1	56.7	2.119e-46	0.1606	0.83	0.5378
jgi-XylPMI703_1-872423-MIX8007_268_25	gray_zone	gray_zone_structure_supports_cazyme	-	A0A6M7ZQI8	71.6	5.436e-144	0.4092	0.7949	0.6534
jgi-Talat1-8363-transcript:OKL58793	gray_zone	gray_zone_structure_supports_cazyme	-	A0A9Q8SDP9	74.6	3.4920000000000003e-197	0.555	0.8461	0.739
jgi-Lacpsa1-1260869-fgenesh1_kg.16_#_55_#_TRINITY_DN12525_c1_g1_i5	gray_zone	gray_zone_structure_supports_cazyme	-	A0A6M7ZQI8	78.1	2.156e-161	0.452	0.7888	0.6732
jgi-Aspins1-305255-gm1.4316_g	gray_zone	gray_zone_structure_supports_cazyme	-	A0A7G5J8Y7	69.7	1.2740000000000001e-121	0.3508	0.7719	0.6184
jgi-Exoaq1-7379-A1O9_03909T0	gray_zone	gray_zone_structure_supports_cazyme	-	A0A2G5UV03	64.3	2.345e-114	0.3281	0.8551	0.6278
jgi-Pilcr1-814599-fgenesh1_kg.00009_#_203_#_Locus12603v1rpkm4.58	gray_zone	gray_zone_ambiguous_structure	-	CAG5078356.1	73.4	1.372e-67	0.2077	0.8481	0.5659
jgi-Lepmi1-529433-estExt_fgenesh1_pg.C_140066	gray_zone	gray_zone_structure_supports_cazyme	-	A0A7R9BT76	75.3	3.234e-177	0.5061	0.8215	0.7084
jgi-FvanT77_1-418103-MIX22831_24_49	gray_zone	gray_zone_structure_supports_cazyme	-	A0A9Q9DR53	55.2	2.481e-217	0.6143	0.8436	0.7681
jgi-Rusvin1-973462-fgenesh1_kg.3_#_374_#_TRINITY_DN20309_c0_g2_i3	gray_zone	gray_zone_ambiguous_structure	-	G4T601	72.1	5.31e-84	0.2426	0.847	0.583
jgi-Asoarc1-242446-estExt_Genewise1Plus.C_800010	gray_zone	gray_zone_structure_supports_cazyme	-	W9JCX7	66.6	1.832e-201	0.5567	0.6844	0.6995
jgi-Byssp1-3563-PVAR5_6320	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A7J5MSS8	52.8	4.579e-15	0.0724	0.8473	0.498
jgi-Dotse1-95197-gw1.2.220.1	high_confidence_cazyme	high_confidence_cazyme	GT2	A0A9Q8WMR9	68.1	2.7479999999999997e-137	0.3979	0.8371	0.6582
jgi-Aspnovo1-230329-MIX3532_24_33	gray_zone	gray_zone_structure_supports_cazyme	-	A0A7H8RC90	53.1	1.3050000000000001e-230	0.6483	0.8931	0.7974
jgi-Bombar1-579667-gm1.9534_g	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.4893	0.3723
jgi-Polfu1-528265-fgenesh1_pg.168_#_1	gray_zone	gray_zone_structure_supports_non_cazyme	-	-	0.0		0.0	0.4267	0.3567
jgi-Trias1-73244-fgenesh1_pm.15_#_149	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A1M5VN16	56.5	1.6260000000000002e-26	0.0934	0.7908	0.4944
jgi-Asppac1-687032-fgenesh1_kg.129_#_13_#_TRINITY_DN10098_c0_g1_i2	high_confidence_cazyme	high_confidence_cazyme	GH43_14|CBM91_e52	A0A9W8R1Q2	57.1	5.149e-153	0.4284	0.8198	0.6692
jgi-NeoGfMa1-678793-MIX72408_16_9	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.4012	0.3503
jgi-Ganads1-728616-gm4.19151_g	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A514TPA5	50.8	0.000436	0.0393	0.5874	0.4165
jgi-Trikon1-141280-CE141279_4207	gray_zone	gray_zone_ambiguous_structure	-	A0A7H8QT70	66.6	5.540000000000001e-85	0.2583	0.8399	0.5891
jgi-Asptr1-137888-fgenesh1_kg.1_#_857_#_TRINITY_DN5713_c1_g1_i12	gray_zone	gray_zone_structure_supports_non_cazyme	-	Q7UF11	38.4	1.7799999999999997e-24	0.1003	0.6652	0.4665
jgi-MospAM989_1-7737-BGX27_007807-T1	gray_zone	gray_zone_ambiguous_structure	-	A0A8S2A986	50.5	1.6360000000000002e-79	0.2408	0.9201	0.6004
jgi-Glonio1-456188-CE456187_2013	gray_zone	gray_zone_structure_supports_cazyme	-	A0A2D1U1B4	54.7	5.457e-144	0.4145	0.8722	0.6753
jgi-Trilo3-1344562-e_gw1.25.168.1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8H8SYW4	64.0	7.343e-232	0.6414	0.8178	0.7751
jgi-PhaPMI808-722439-fgenesh1_pg.4_#_156	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A1Y0H3X7	60.0	0.0001576	0.0419	0.6675	0.4378
jgi-Aspauran1-15378-CE15377_664	gray_zone	gray_zone_ambiguous_structure	-	A0A7R8HE42	64.0	7.49e-69	0.2129	0.7862	0.553
jgi-Trila1-59758-CE59757_12570	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A7R9GCP8	43.7	4.099e-12	0.0646	0.8821	0.5028
jgi-Aspass1-432751-fgenesh1_pm.344_#_3	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A7R9BJQ5	50.0	1.923e-06	0.0445	0.8545	0.4859
jgi-Hypfus1-504794-MIX3028_23_34	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A4P7GJ07	37.7	4.854e-07	0.0471	0.8868	0.4953
jgi-Fonmo1-10988-AYO21_08861T0	gray_zone	gray_zone_structure_supports_cazyme	-	A0A402D720	48.4	9.525e-118	0.3438	0.889	0.6442
jgi-Pezci1-644150-fgenesh1_kg.4_#_847_#_TRINITY_DN13815_c0_g1_i1	gray_zone	gray_zone_structure_supports_non_cazyme	-	ULU14455.1	38.2	1.952e-25	0.103	0.6522	0.4645
jgi-Antav1-470014-estExt_fgenesh1_pm.C_3_t20011	high_confidence_non_cazyme	high_confidence_non_cazyme	-	UJX40990.1	60.1	3.4430000000000004e-25	0.1021	0.8187	0.5057
jgi-Erynec1-2877-EV44_g6499T0	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A0G2ZCX6	37.1	3.318e-14	0.0689	0.8853	0.5058
jgi-Lerce2-4002415-fgenesh1_kg.tig_45_#_43_#_HWTNY_transcript/57351	gray_zone	gray_zone_structure_supports_cazyme	-	A0A7H8QMU0	58.0	1.2040000000000001e-121	0.3508	0.8507	0.6381
jgi-Cornip1-255668-CE255667_7192	gray_zone	gray_zone_structure_supports_non_cazyme	-	-	0.0		0.0	0.6376	0.4094
jgi-Diavoc1-555450-MIX35434_2_10	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A127FA87	58.0	1.652e-05	0.0445	0.7408	0.4575
jgi-Phybl_L51_1-1775672-fgenesh1_kg.37_#_128_#_TRINITY_DN9625_c3_g1_i4	gray_zone	gray_zone_ambiguous_structure	-	UJR15328.1	36.1	1.051e-61	0.2033	0.9005	0.5768
jgi-PseVKM4514_1-1784-transcript:KFY42117	gray_zone	gray_zone_structure_supports_cazyme	-	A0A6M7YE70	59.5	2.342e-129	0.3709	0.8922	0.6585
jgi-Pleav1-85105-gm1.2293_g	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A7U2N224	47.2	1.892e-16	0.0724	0.8818	0.5067
jgi-Pbil18278_1-152213-fgenesh1_kg.12_#_374_#_TRINITY_DN14969_c0_g1_i1	gray_zone	gray_zone_structure_supports_non_cazyme	-	D1PQ67	43.6	4.85e-09	0.0532	0.7401	0.4616
jgi-Uniuni1-177915-CE177914_2013	high_confidence_cazyme	high_confidence_cazyme	GH79_e9	A0A9W8V1G2	60.9	1.005e-161	0.452	0.8723	0.6941
jgi-CadmalM221_1-8158-IFR05_008043.1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A6M7YE70	61.7	3.834e-111	0.329	0.8724	0.6326
jgi-Melame1-1078989-fgenesh1_pm.5_#_156	high_confidence_cazyme	high_confidence_cazyme	GH20_e87	-	0.0		0.0	0.3996	0.3499
jgi-Schfas1-38452-e_gw1.74.59.1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.5422	0.3855
jgi-Sarkil1-125346-estExt_Genewise1Plus.C_290227	high_confidence_cazyme	high_confidence_cazyme	GH7_e0	A0A9Q8SB74	74.1	2.7569999999999998e-213	0.5785	0.7739	0.7327
jgi-Felpe1-277801-fgenesh1_pg.3_#_739	high_confidence_non_cazyme	high_confidence_non_cazyme	-	K8E5S2	46.9	6.213e-52	0.1667	0.9152	0.5621
jgi-Clawha1-1829479-fgenesh1_kg.162_#_208_#_TRINITY_DN724_c0_g1_i25	high_confidence_cazyme	high_confidence_cazyme	AA2_e2	Q5XXE3	71.4	2.287e-99	0.2871	0.8383	0.6031
jgi-Gymjun1-1787503-fgenesh1_kg.95_#_112_#_Locus14474v1rpkm6.23	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.4869	0.3717
jgi-MoepKOD1059_1-5083-BGZ93_005138-T1	high_confidence_cazyme	high_confidence_cazyme	GH8_e33	A0A077WW78	62.4	3.468e-98	0.2853	0.8822	0.6132
jgi-Fuspro1-2711-transcript:CZR46480	high_confidence_cazyme	high_confidence_cazyme	GT2	A0A9Q8WMR9	71.7	1.867e-167	0.4773	0.835	0.6974
jgi-Penanta1-3148-CE3147_334	high_confidence_cazyme	high_confidence_cazyme	AA1_e11	E3QKR1	61.8	1.4499999999999998e-188	0.5227	0.8512	0.7241
jgi-Phomu1-217066-CE217065_11618	high_confidence_cazyme	high_confidence_cazyme	GH43_26	A0A9Q9DSF7	60.5	2.542e-117	0.3351	0.7539	0.606
jgi-Phycitr1-558096-e_gw1.9.354.1	high_confidence_cazyme	high_confidence_cazyme	GH2_e138	A0A9P9FZU8	65.2	3.354e-305	0.8298	0.8858	0.8864
jgi-Penant1-569-PENANT_c001G07751T0	high_confidence_cazyme	high_confidence_cazyme	GH36_e36	A0A6M7YE70	72.8	0.0	0.877	0.8839	0.9095
